Tweet,Label,mood
sedih tp lucu tp sedih,Sad,Sedih
aaaaa sedih banget,Sad,Sedih
"maauu, aku udh sebulan sepi banget :(( spes app prem",Sad,Sedih
"ini sepi bgtt.. pada di fb semua yakk, gw juga sih td bisa²nya bangun tidur yang dicek fb dulu",Sad,Sedih
"aku sedih ada anak biologi masi nanya, trs harus dgimanain ya buat tau kenanya omicron ato bukan?",Sad,Sedih
mumpung masih sedih abis baca unspeakable mari kita lanjut 2ha biar makin makin sedihnya,Sad,Sedih
sedih banget,Sad,Sedih
"sedih banget ketika orang tua ekonomi nya lagi susah tapi berusaha keras untuk kebutuhan anaknya. maafin aku yaa pak, yang selalu nyusahin. semoga nanti bisa berkali-kali lipat buat bahagia ibu dan bapak",Sad,Sedih
lebih aneh lagi yg hobi dengerin lagu2 sedih biar bisa sedih,Sad,Sedih
sedih bgt pagi pagi..,Sad,Sedih
"sedih juga sih, sebenarnya mungkin mrk masih punya rasa bersalah maki2 ulama kcuali pki asli tp krn ekonomi sengaja di rontokkan, drpd mencuri di gebuk dan dibakar org sekampung, pdhl perut lapar smoga yg masih punya iman, cepat nyadar",Sad,Sedih
kayanya sihh ga akan ada selca hari ini xixi penonton kecewa,Sad,Sedih
"nahan tangis gk enak bgt anjirr, ini lagi di sklh",Sad,Sedih
ah aku sedih dengernya,Sad,Sedih
"lucu banget, yeseo! sayangnya gak punya tiktok, nih. (sedih)",Sad,Sedih
"denise suara muu hcuwbxja omg sedih si u keluar dari sc tp gpp ayokk banyak"" up vid di yt and debut lg(?) wkwk",Sad,Sedih
sedih tapi masih pagi,Sad,Sedih
"setuju, padal aku termasuk orang yg kepo bgt sama ayato pas tahu ayato ke leaks duluan jadi kek kecewa dan ga excited lagi sama ayato mending drip marketingnya dari mihoyo langsung..",Sad,Sedih
hal yg sedih pagi ini adlh saat aku ngerasa kasian m diri sndr. saat sadar diri bnyk hal yg harus diperbaiki. saat sadar klo aku gak boleh terus²an kayak gini. saat aku harus lebih berani utk terima perubahan. saat aku harus menguatkan diri utk sekedar mencoba,Sad,Sedih
sedih bangett dia dapetnya kacang garuda,Sad,Sedih
makanya bersiap kecewa sama wakilnya sendiri..,Sad,Sedih
"twt w mulai nga jelas ni keknya, mulai sedih, marah, kesel, nyinyir, lambe turah. bukan kind human lagi:(.. ok let's go ke pak ayi, aku ngobatin mental ku dulu gais",Sad,Sedih
"aku sedih diputusin pacar, katanya aku udah gak tampan, gak mapan. aku harus bilang apa? “ akurapopo ¦",Sad,Sedih
"sepi btul, mending ke priv sj",Sad,Sedih
sedih juga ya ninggalin rumah yg udh belasan tahun ditinggali :'),Sad,Sedih
"cr7: kenapa sedih banget tampaknya kau adekku? elanga: iya bang, mo gimana lagi ga sedih, lha wong abang kesayanganku, si bang anthony martial pergi. cr7: stress.",Sad,Sedih
"mimpi zombie, trus drama banget lah sedih gitu. akhirnya gja kegigit dan jadi zombie tapi zombie yang sadar gitu bisa ngendaliin diri. trus ada anak svt lupa siapa",Sad,Sedih
"ini saya tidak tau harus sedih atau tertawa. semangat mbarnim, semoga bisa kembali lagi hubungannya. ^^",Sad,Sedih
karna rasa kecewa itu lebih besar dari pada rasa cinta:),Sad,Sedih
like i understandd gue jg apal lagu2nya mostly krn gue gapernah absen nonton pensi festival.. and ofc not everyone grew up listening to the same songs as me tp tetep aja sedih dikit hikss,Sad,Sedih
jangan sedih dong karina,Sad,Sedih
sepi disini,Sad,Sedih
iyaa ih sedih banget baru cek ternyata ga bisa,Sad,Sedih
"sedih si sebenernya tapi thank you denise sudah bekerja keras saat bersama semoga uri mm maknae lockey bisa sukses terus ya berkarir diluar sana ditunggu karya denise yang lainnya, dan musik yang denise suka bisa segera menjadi album ya",Sad,Sedih
"fun fact, menggaruk bagian gatal itu engga bikin gatalnya hilang, yang ada malah kulitnya iritasi. sama kayak kalo lagi patah hati lebih milih galau n dengerin lagu2 sedih. emang kitanya suka nyakitin diri sendiri ya kayaknya..",Sad,Sedih
"ig temen gw story nyh denise semua emang sedih tapi mau gimana lg ini udah keputusan dia,tetap dukung secret number n denise lockey .",Sad,Sedih
"sedih ku cukup aku yg tau,kamu cukup tau bahwa aku baik-baik saja.:')",Sad,Sedih
"baru bangun rumah dh sepi, gatau pada kemana jadi kesepian",Sad,Sedih
ada apa ini.?..kok sepi banget. cc,Sad,Sedih
woylah sedih bangett,Sad,Sedih
"may all goes well ya kakaak walaupun gitu-gitu aja like you said. oh iya stay safe and stay healthy soalnya kasus di sana udah mulai naik.. it™s concerning t . t i™m doing all fine kok, stress sedih dikit tapi gapapa aku kuat hihi :3",Sad,Sedih
yahh sedih,Sad,Sedih
ko sepi lgi yanc,Sad,Sedih
tp kecewa bgt dia grgr aku gak ucapin,Sad,Sedih
"innalillahi wainna ilaihi rojiun semoga almarhumah ibu diterima amal baik nya dan diampuni segala kekhilafannya yang sabar ya jayen,pasti sangat sedih kehilangan orang tua.",Sad,Sedih
masih sedih,Sad,Sedih
"kertas hiyo cakep banget, baru liat sekarang, itu udah dari tanggal 23 jan, sedih. ini hiyo beneran cantikk",Sad,Sedih
"bangun, ngumpulin nyawa, tiba-tiba ngerasa sedih.. ""anak jepangku kemana ya?!"" inilah gambaran pagiku selama dua minggu gada kabar dr tp harus ttp semangat! pasti bisa!",Sad,Sedih
"terbunuh sepi 8/10 bukan lagu boyband, tapi dibawain mereka jadi keren bgt dg harmonisasi yg wowow bikin mrinding, disini bener2 nunjukin kualitas vocal mereka sih",Sad,Sedih
jgn gitu dong bang.. jadi sedih neh,Sad,Sedih
sedih suffer kecewa,Sad,Sedih
aku bingung mau sedih atau seneng i vote for for the at the :(,Sad,Sedih
siapa yang merubah hatiku siapa yang membuat kita satu selalu menyatu beban kecewa namun tak kan ku kan berakhir,Sad,Sedih
rumah sepi nihh,Sad,Sedih
dibilang sedih ya pasti.. tp bagaimana pun harus terima dan dukung denise. gak mau lama2 sedihnya karena cewek2 ini juga butuh dukungan kita. lockeys kuat,Sad,Sedih
hahaaha..sedih sgt ni fren. kongsi sama saya la boboy,Sad,Sedih
"sender jangan sedih, bisa jd nnt sender langsung diketemuin sama jodoh sender.",Sad,Sedih
"ternyata w belum jodoh juga sama kampus ini, sedih sih tapi gak sesedih pas w gagal kemaren. akhirnya w cepet cepet move on sambil nyari kampus negeri yg masih buka pendaftaran",Sad,Sedih
heizou b5?? padahal udah bgarep bangey dia b4 sedih bnaegt,Sad,Sedih
pagi² lagi da kena spam ending aot dengan demon slayer dekat tiktok murung weh sabtu ni,Sad,Sedih
"gue ga ngestan sn, tapi ikut sedih denise out dari grup semoga sukses terus ke depannya buat denise",Sad,Sedih
iye elu yang disana. kok lu ganteng banget sih? maaf gabisa ngomong langsung :( sedih deh,Sad,Sedih
sedih kalau diceritain mah,Sad,Sedih
"-kelemahan seorang lelaki yg apabila suami yg gak bisa sabar dengan kondisi perempuan. jika mandul, nikah lagi cari yg lain. jika di pukul atau di diskriminasi, diam tutup aib. jika nafsu muncul, penuhi. jangan sampai berkata tidak. sedih banget jadi perempuan-",Sad,Sedih
"tau ga si rasanya kecewa sama diri sendiri?? kaya yg ""oh gua gagal lagi"".",Sad,Sedih
renang dari jam 10.30 - jam 2 karena seru bgt sepi + cuaca mendukung (mendung) pulang2 kaget hidung sm pipi merah kena sunburn sad bet,Sad,Sedih
"sedih banget, gua yg ngurusin segalanya gua yg gak ikut:((",Sad,Sedih
"kamu senang, aku pun senang. kamu sedih, aku ikut sedih. tapi. beda lg ya ceritanya kl kamu sedih pas putus sama dia. :™)",Sad,Sedih
diam nder sy sedang kecewa berat,Sad,Sedih
"zzullucia: kesian bgt td mau poto berempat itu bb gueseleborratu disusun buat ganjel hapenya nucil biar bs pake timer.. sedih tp agak lucu wkk	Sad
sedih drmn yak.. hmm	Sad
sangat kopong.. sedih kali lahh	Sad
dulu tak mampu hantar anak ke pengasuh kl: about rm1k first month sje. so trpkse berulang dr kg mak ke kl 2hr plus travel pegi balik. husband keje state lain. sedih weh igt balik	Sad
punya fb khusus hype mashiho tapi sepi anjr, giliran w up member lain rame. dah ku hapus. skrg mo buat lagi nyesel ngehapus	Sad
padahal de gea baru dapet penghargaan, udah dibuat sedih lagi sama tim tolol	Sad
sedih banget	Sad
12 tahun lebih bareng terus, gimana ga sedih pas ditinggalin	Sad
ikutan sedih, malah ikutan nangis pas dijauhi dan teman yg paling dekat	Sad
tau ga si kalo hari ini itu berasa kaya bahagia tapi sedih juga	Sad
orang orang di tiktok kok jahat banget sih :( padahal lockey lagi sedih kenapa terus aja di buat makin sedih heh :(. jahat banget	Sad
akun gue makin syepi sedih bener	Sad
haha iyaa meanwhile yg kumau tuh nendo.. nendo pls halo gsc sedih bgt or rerelease figure deh. apakek astaga..	Sad
sesaat sebelum lepas landaas, biasanya gk begitu sedih, kok skrg sedih..campur ngantuk juga	Sad
aku menjadikanmu sesempatnya tak seperti dulu yang selalu ada, adalah bentuk kecewa yang tak bisa ku ungkapkan, karena masih tersisa sedikit rasa yang menjadi pengalangnya. semoga bisa cepat hilang sepenuhnya.	Sad
liat mv teaser wonpil jadi galau ih, lagunya sedih kayaknya huhu	Sad
jujur ya gue gak pernah denger kabar mipa 3, beneran sepi itu kelas dan kayak angker gimana gitu	Sad
sedih sih karena video ini jadi banyak yg gak mau ke dokter perempuan. dokter² yang jaga di klinik tempat gue kerja kebanyakan perempuan dan semuanya detail jelasin penyebab keluhan pasien. mau pasien selama apapun cerita soal keluhan, tetep dijelasin sampe pasiennya ngerti.	Sad
ini kuota dari kampus ngga turun apa yak? sedih amat duit habis buat beli kuota doang	Sad
baru kali ini bangun tidur dari kosan merasa sepi, padahal biasanya dibangunin si mirza, ran, tangi kelas esuk/apel""",Sad,Sedih
ngelamar kerja bedua yg keterima dia doang ya wajar sih tp gak tau kenapa sedih aja gitu.,Sad,Sedih
mendekap sepi di sudut sunyi. menyimpul tali mengikat diksi. menggapai rindu tercabik pilu. hatiku selalu terukir namamu ilu,Sad,Sedih
udah lama ga denger suara denise. jadi pas dia ngecover lagu day6 sedih gue jdi +++++,Sad,Sedih
yellow iya pas sedih wkwk viva la vida ga terlalu sii,Sad,Sedih
"wajar sih, disini yg kelahiran 98 terus baru masuk sma dan langsung pake kurikulum 2013 sedih karena gw ga bisa show up skill gw di bidang komputer sama temen kelas yg lain. padahal gw anak warnet bngt",Sad,Sedih
"eh asli sedih bgtt padahal debutnya juga belum lama, mana suara dia paling bagus di sn",Sad,Sedih
yah kecewa dak do stiker nyo lagi,Sad,Sedih
"aamiin selamat pagii juga kak sedih , hasil draw gk ada yg nyangkut",Sad,Sedih
"ya allah sampe ke bawa mimpi ceritanya di gedor sama salah satu host, terus salah bales dm eh ga jadi menang. sedih sedih bangun2 langsung nyesek karna mimpi",Sad,Sedih
ada aja berita sedih dan skrg syukur ada berita seneng. sehat' trs kak ji,Sad,Sedih
"kamu kenapa ? | aku (kecewa, sakit, cemburu, nyesek , kangen , galau , pengen kamu peka , pengen nangis) gak papa kok. :')",Sad,Sedih
sedih bgt gk sii,Sad,Sedih
mesti cr muram durja birthday dia harini,Sad,Sedih
"gimana si caranya biar bigwin? cpk bgt astaga, gapernah menang sedih bgt, sebernya rada iri sama yg bisa bigwin",Sad,Sedih
sedih ya wak,Sad,Sedih
"terkadang, tidak peduli berapa banyak orang di sekitarmu, kamu merasa sepi. hanya karena kamu berharap dia yang kamu cinta ada di sisi karna kamu sangat menyayangi dirinya",Sad,Sedih
"huhuu sedih gak sih, sorry ya gw harus isoman 2 minggu keknya",Sad,Sedih
iya aku liat ini di berita sedih banget bapak e nangis,Sad,Sedih
sedih amat pagi pagi,Sad,Sedih
br nntn bulgasal dan yg episod joon nusuk wooseok kesel tp lebih pengen nangis liatnya... sedih huhu,Sad,Sedih
sampe pagi ini masih nempel suara denise cover day6 ini di kepala..antara masih msih kagum dan sedih karna dia salah satu orng yg bikin ku tertarik ke kpop karna headvoice dan range vocal dia bagus bgt:'(,Sad,Sedih
karna gue sedih karna hyunho gue harus bikin au fluffy. yook little blessing markitabuat,Sad,Sedih
sedih bgt liatnyaa jd ikutan nangis,Sad,Sedih
sedih sihh tapi yaa mau gmana lagi bukan kita tokoh utamanya,Sad,Sedih
"hypeask! album da wv 1press kalian yg waktu itu ""shipsoon"", skrg statusnya gimana? tolong jangan dianggurin,sender sedih bngt yg udah dirumah,nyampe ina dll jngn rep ya:'(",Sad,Sedih
"iya, mnrutku jg sii design nya dah bagus. bnyak yg mau nya baju nya pkai kimono gtu, kaya tradi bgt n kecewa knp kya western-ish bgt. tp sbnrnya gak jg, masih khas jp. gak smua chara jp harus se tradi raiden dkk design nya.",Sad,Sedih
kadangkala dirimu berhenti memberikan sebuah perhatian pada seseorang hanya untuk menyadarkannya akan ketidakhadiranmu akan membuatnya sepi.,Sad,Sedih
sedih belum dapatin wl prio tapi udah mau rest aja :(,Sad,Sedih
ch 125-126 sedih bgt,Sad,Sedih
kalau sepi pasien ya gini.. agak bosan jadinya,Sad,Sedih
"ini kalo ga ada yang kelas, sepi dong",Sad,Sedih
"kebanyakan orang dengerin lagu"" kaya gini yaa salah satunya utopia inget kenang perjalanan cinta mereka tp gw gak gitu, suatu lirik dapat mewakili strategi sebuah korporasi ada lagu yg buat gw sedih saat dengar yaitu ""toxicity"" (sod), slalu teringat almarhum teman udahh ah",Sad,Sedih
"makasih yoongi udah bikin jumpalitan semalam dahal lg sedih, hush sedih pergi hush hush",Sad,Sedih
"adakah apabila takdir ku sampai..allah ambil nyawa ku..akan ramai yang sedih dengan kepemergianku, adakah ramai yang akan mahu mandikan jenazahku..adakah ramai yang akan mengangkat jenazah ku..adakah ramai yang akan mendoakan ku..aku risau..dan kerana risau aku bersedih..",Sad,Sedih
"and hujung 2020, dah cakap dengan diri i, i try tinder for one month je. jumpa 4 orang. 1 laki orang, 1 **, and another two last choice bila i nak delete tinder sbb dah kecewa teruk dgn dua orang tu td. so yg last ni i got their number at the very last minute before i delete",Sad,Sedih
mau merem bentar 30 menit malah jd kebawa mimpi ga enak sedih pol blm ikhlas bgt ternyata,Sad,Sedih
hah serius out? gua ga ngikutin sn sih cuma kan yg gua tau mereka baru tp sedih aja ko udah ada yg out,Sad,Sedih
"sedih ngga sih,harus dengar hal yang kaya nya kalo di denger bikin ovt,sedih dan yang lainnya:)",Sad,Sedih
tapi sedih juga karena yg aku pikir selama ini dia baik2 aja ternyata mikir kayak gitu :(,Sad,Sedih
sedih bacanya.. tapi gak apa.. terima kasih ya denise,Sad,Sedih
sedih banget jadi luvies miskin gak bisa bela member langsung di saat kayak gini :(,Sad,Sedih
"udah gak mood mau unboxing paket shopee, keburu sedih deluan hehe",Sad,Sedih
denise sayangkuu gw udah ngira bakal begini endingnya tapi tetep aja gw sedih bgt,Sad,Sedih
"semuanya sih, termasuk denise juga sedih juga harus ninggalin kakak-kakaknya",Sad,Sedih
om gal ak sedih,Sad,Sedih
"aihh banyak yg bilang gitu, tapi banyak yg kecewa juga setelah nyubit pipi akuu, pipi aku ga ada isinyaa",Sad,Sedih
pepagi lagi airmata mengalir. sedih aku.,Sad,Sedih
"tak masuk skuad barcelona untuk liga europa, dani alves kecewa berat “ bolanet “ arenanews",Sad,Sedih
sedih banget onlen lagi,Sad,Sedih
"gapapa beli skinnya dulu orangnya dateng nanti gapapa, tapi tetep aja sedih banget anjing¼¼ arghhhh mo nangis",Sad,Sedih
syok sedih bgt,Sad,Sedih
"pas lewat jg kaget banget, gini banget deh netizen indo sempet record saking kagetnya. beda banget sama komen orang luar. orang tua nya kalo liat terus ditranslate pasti sedih banget",Sad,Sedih
sedih banget kan,Sad,Sedih
sedih* typo,Sad,Sedih
aku sedih pih? hehe. mau nangis..,Sad,Sedih
"tiap denger lagu kukira kau rumah jadi sedih banget, soalnya punya arti yg beda skrg. liat cuplikan filmnya di fyp juga sedih.",Sad,Sedih
sedih bangat kamu selalu di cuekin warga,Sad,Sedih
sepi soalnya berkurang kegiatan makan dan minum,Sad,Sedih
gimana damai dengan rasa kecewa. gimana.,Sad,Sedih
"semalem mimpi orang yang udah lama ga kontakan tiba tiba ngirim pesan, tapi pas bangun nge cek ternyata gada notif apa apa, itu sedih banget :((",Sad,Sedih
sunyi ya gak ada rame nya dan gak ada yang datang.. omicron nya.. bikin kesepian melara,Sad,Sedih
jibe kajjaa beneran sekacau itu dan bikin mewek sedih bangwt,Sad,Sedih
full sedih mazzehh,Sad,Sedih
please sedih bangett,Sad,Sedih
ala.. alaa.. alaa.. murung kejap hahahha,Sad,Sedih
"mau genre apapun, kalo ceritanya bikin sedih aku pasti nangis. ini tadi aku nangisin zombie di all of us are dead :)",Sad,Sedih
.. kok sedih,Sad,Sedih
"ini gamesnya, bisa menang lawan para ""oligarki"" arang, tp tetep sedih, karena mereka tetep berjaya..",Sad,Sedih
"bahkan dalam fisik terluka dan bathin yang sakit, ia masih bisa berkata 'aku masih sayang kamu'. tapi engkau malah memilih untuk pergi. apa hendak dikata sesal tiada arti jika sudah di akhir.",Sad,Sedih
"banyak fans tersakiti. entah dr bws atau shipper main couple di series. posisi win sama female lead di series baru jg jadi serba salah. mereka mau deket ke bright nanti dihujat, gak deket dibilang gak ada momen dan itu jg ngebuat fans kecewa.",Sad,Sedih
bangun tidur denger dua kabar ga enakin tuh sedih bgt.,Sad,Sedih
haha sepi tanpa purwakarta tapi gpp :v,Sad,Sedih
"apapun group nya walau aku ga stan mereka, kalo ada yg keluar atau bubar rasa nya sedih bgt",Sad,Sedih
mau nntn biar gk sedih krna di ghosting :),Sad,Sedih
non fan tapi ikutan sedih baca sudat denise,Sad,Sedih
"sepi banget, bikin sedih",Sad,Sedih
sedih kiraiin lemburan ampe malem dibayar ternyata kaga,Sad,Sedih
"sedih njay. makin susah nakes nakes puskesmas, vaksin booster sampe turun ke rumah rumah bawa tni-polri, tracing kasus baru dibilang dicovidkan.. jawaban mereka sama ""covid itu ga ada!"" kehilangan sosok contoh rakyat ini.",Sad,Sedih
aa sedih bgt progja udah selesai semuaa hwaa gamau udahan kkn-nya,Sad,Sedih
akun baru sepi amat :(,Sad,Sedih
yakan! sedih banget bayanginnya,Sad,Sedih
ada sunyi di antara pagi dan aku; kamu,Sad,Sedih
"kemarin dia follow akun gue pake yg satunya tpi dm gue ga dibales setan, sedih",Sad,Sedih
kuota aku abis hm sedih,Sad,Sedih
dia macam sedih / strees sbb xde duit tau. tah la,Sad,Sedih
kusut je pagi-pagi gelak macam takda hari esok,Sad,Sedih
ya allah liat ini nanges sedih tapi mau ngakak di saat bersamaan huhuhuhuhu,Sad,Sedih
"awalnya nemunya random dan cuma sekedar suka sama style dan tone warna yang dipake, sekarang tiap liat hasil karyanya berasa nano nano sedih iya tapi berasa anget kek dipeluk dipukpuk",Sad,Sedih
disini sepi bgt knp ya,Sad,Sedih
udh lama ga on tl gua jdi sepi mengecewakan,Sad,Sedih
plis author masa gak mau bikin yang mature version. sedih,Sad,Sedih
iyaa sedih bgt padahal aku suka dia bgt di sn:((,Sad,Sedih
agak sedih tp sy lega bye,Sad,Sedih
ngeliat barang2 udah hampir kosong makin sedih -_-,Sad,Sedih
"work! hari ini last day, aku resign. sedih bgt pisah sm temen tp satu sisi bebas dari bos toxic. nekat sebenernya resign duluan blm dapet pengganti tp udh gakuat sm bos toxic",Sad,Sedih
":"" w sedih bgt kalo smpe gjdi",Sad,Sedih
dugaan loni takdok ore kijo. mari kijo sari pastu tkse dah. banyak doh ore kijo hk mari tp tk lekat. allahu sedih nya. gano nk tinggal ma nati. tu sebab sapa loni tk gi kijo mana mana. sobs,Sad,Sedih
ini ig lg rame pap foto ayang wkwkw terus jd tau deh bias2 temenku ini siapa aja soalnya pd ngepost foto oppa2 gt kan. terpantau gaada yg bias winner nih gmn kecewa,Sad,Sedih
lu sedih gak? gue sih iya,Sad,Sedih
"sedih bgt pas di tempat fc lek2nya masi nulisin ""menerim isi lagu2"" ;( lek2nya udh tua gitu",Sad,Sedih
saya sangat kecewa banget kl sampai ngak jadi murtad loh¦ krn sepak terjangnya selama ini kan ?,Sad,Sedih
kecewa dengan semalam harini mulakan dengan 3 pointers,Sad,Sedih
anjirr nangis beneran lihatnya perpisahan tu napa selalu bikin sedih si :'),Sad,Sedih
kalo dipikir pikir serem juga ya kalau semua orang bisa meraih mimpi mereka. kan siapa tau mimpinya jadi kek pol pot atau siapa gitu alias nyusahin banyak orang. tapi ya sedih juga kalau ternyata kita lah yang gabisa meraih mimpi itu. tapi ya gimana lagi yekan.,Sad,Sedih
abis baca cerita yg makin kesini makin sedih dan aku terus curhat ke seseorang nangis parah dong gue haha,Sad,Sedih
kecewa rage wi,Sad,Sedih
tiap pagi sedih :),Sad,Sedih
sedih,Sad,Sedih
sedih bahh wkwkw,Sad,Sedih
"aku tidak menangis karena sedih, ini hanya karena angin yang membuat mataku berair “ i miss u",Sad,Sedih
ya sedih krna makanan cukup buat sehari satu org nag,Sad,Sedih
sedih sih tp yaudalah hhe,Sad,Sedih
sedih bangett :(,Sad,Sedih
sedih aingg,Sad,Sedih
eh gue ikutan sedih denise keluar :/,Sad,Sedih
fak gue sedih bgt,Sad,Sedih
hehehe iyaa kak bner dripada sakit hati mnding pindah ke t4 lain kn msih bnyk tuh di bali t4 yg bsa lbih menghargai turis' yg liburan ke bali. karena sekarang jga di bali sepi banget dan hampir semua di phk dan gulung tikar jadi masih ada turis lokal pun syukurnya minta ampun.,Sad,Sedih
pagi-pagi sedih karena dari tadi ngegambar tapi hasilnya aneh semua wkwkw /tertawa miris/,Sad,Sedih
"dan, ada satu sikap yg buat ambisnya dia itu jd kelihatan toxic.. kalau dia kalah dari temen"" yg ranking 10 besar lainnya, dia nangis. aku gatau mngkin mnurut org lain wajar, tp for me ya,engga. mungkin aku kalau jadi dia juga bakal sedih(?) tapi just keep it for myself aja soalnya kadg jengkel juga",Sad,Sedih
"baik bgtt ni orang, tapi suka sedih kalo orang orang lebih mentingin pcnya sih",Sad,Sedih
heh kenapa nyesek bgt inii pagi2 baca ginian sedih aing,Sad,Sedih
"hari ini aku libur, dan fict maitake sepi. punya masalah apa sih duniaa arghhh",Sad,Sedih
"temenan 5 tahun hasilnya gini, sedih banget",Sad,Sedih
"mesti itu mirip sama wajib ya? ya engga juga sih kalo dibilang mesti. kalo emang mesti mereka yang maaf (gabisa punya keturunan) gimana? senua tergantung niat awal menikah. niatin aja buat ibadah, kalo diniatin nya mau punya anak, nanti pasti kecewa klo ga dikasih, jadi ya was"" ja",Sad,Sedih
"unexpected ending, sedih banget pas adegan kena tembak didepan ceweknya lagi --""",Sad,Sedih
"aku biarkan hujan mengurai rindu, agar tak pekat salahku, mencampur rindu dengan sepi hingga, terkecaplah pahit yang nelangsa",Sad,Sedih
sedih karena dibilang tolol sama ayank.,Sad,Sedih
sedih bgt:(,Sad,Sedih
sedih bgt pagi pagi liat saldo ada 26 rebu,Sad,Sedih
bukan lockey tapi ikutan sedih liat denise keluar dari sn dan ga perpanjang kontrak sama agensi terus ngasih ini buat fansnya :(,Sad,Sedih
gue kangen bgt anjir btw gimana ya caranya biar aktif di sini soalnya sepi anjir,Sad,Sedih
sedih mulu :(,Sad,Sedih
"kagaa kyknya, sedih banget",Sad,Sedih
sedih budush bila ade orang mengingatkan mu mende hok lepas. sakit sia,Sad,Sedih
ajhshs sedih bgt sampe nangis,Sad,Sedih
"jalani isoman karena covid-19, enno lerian sedih tak bisa peluk anak",Sad,Sedih
sedih sebenarnya,Sad,Sedih
sedih bgt ya..,Sad,Sedih
banyak yg kecewa sama desainnya ayangto karena beda banget sama fanart2 yg ada¦,Sad,Sedih
sedih banget anna:((,Sad,Sedih
"sedih, melas, tur kecewa sama diri sendiri. ngedumel wae nanging raono perubahan e. kudu pie nek wes ngene??",Sad,Sedih
sedih tau gk ada yank sayank,Sad,Sedih
"yaa nangis gue. takut banget. sepi banget. kayak, yaudah emang cuma ada lo dan diri lo aja. mau ngarepin siape.",Sad,Sedih
sedih tapi juga lega. akhirnya ada kejelasan walaupun bukan announcement langsung dari agency. good luck mm we always support you no matter what happens,Sad,Sedih
ayoo lifeb sepi bgt minggu ku ga ada tayangan snowdrop lagi:(,Sad,Sedih
"donut sepi bgt udh 2minggu ini tp keganti sama proyekan suami yg ada trs,gk motor ya mobil..semoga selalu dicukupinn dan hati ini trs bersyukur kecil ataupun gede",Sad,Sedih
sedih ya nggaloi weton:),Sad,Sedih
"berani kok, kalo gw lg stress+banyak masalah mesti rewatch, biar ngrasain jg sedih dan capenya mereka, ga cuma gw doang yg menderita wkwk",Sad,Sedih
inituh yg ad member dari indo nya gak sihh sedih bgt,Sad,Sedih
"lagi sedih, meong ku meninggal :(",Sad,Sedih
tangis,Sad,Sedih
yah sedih,Sad,Sedih
sedih bgt obralan gini??,Sad,Sedih
"kukira kau rumah , judulnya aja sudah sedih banget woilaahh.",Sad,Sedih
aku dah terbayang anak aku. sedih tengok ryan,Sad,Sedih
pagi pagi sedih,Sad,Sedih
hari ini aku lagi sedih krn makanan tumph,Sad,Sedih
sedih bgt dilupakan,Sad,Sedih
rasa tetawa lwn sedih ih meingat sisa libur sehari aja lagi sampai tanggal 20,Sad,Sedih
tapi masih sepi basenya belum ada lagi *mainin pasir kucing*,Sad,Sedih
"untuk comeback kemaren dan adanya hiatus. hiatus untuk mempersiapkan hati lockey biar tidak luka, iya tidak ada luka tapi sakitnya tetap ada. thanks buat member yang lain telah melewati ini, pasti mereka sedih dan sakit juga. udah sampi di sini aja, aku mau lanjut nangis",Sad,Sedih
kecewa bener bang,Sad,Sedih
hari ulang tahun bukannya bahagia malah sedih dari sekian banyak temen yang ngucapin cuman 1,Sad,Sedih
"ya gimana ya gw sebenernya suka ngerasa bersalah kalo dia galau, sedih, ovt dan sebagainya kalo gw tinggal karaokean terus. tapi mau gimana lagi itu kan emang hobi gw",Sad,Sedih
sedih aa. tahan ngantuk kot,Sad,Sedih
aku sangat sedih karena membayangkan nasib anak cucu kita kelak mengalami kesengsaraan yang amat karena kekayaan alamnya habis sementara dampak bekas kerusakan eko system harus diperbaiki plus hutang yang melangit,Sad,Sedih
"udah ikhlas kok, tapi masih sedih aja kalau di inget inget lagi",Sad,Sedih
"belum sih, mau zoom dulu ((sedih karena sabtu nggak libur))",Sad,Sedih
"yg bikin makin sedih tu denise msh ngetik for my lockeys and member, w udh berenti nangis malah makin nangis",Sad,Sedih
sedih ya,Sad,Sedih
sedih,Sad,Sedih
"stelah kemaren ditinggal snowdrop, trus minggu sekarang ditinggal bulgasal, minggu depan keknya bakal sepi bgt gak akan ada yg nemenin malam mingguan lg",Sad,Sedih
sedih bgt serebu aja kaga ada,Sad,Sedih
aku juga kecewa gabisa ucapin yang pertama.,Sad,Sedih
sepi banget tumben,Sad,Sedih
kecewa lagi,Sad,Sedih
br tengok ni je dah sedih.,Sad,Sedih
gw kayak orgil ngulang2in child sampe nangis apaansi:( gue sedih bgt liriknya anjengg,Sad,Sedih
ga ngestan sn tapi bias gue dia.. sedih banget asli,Sad,Sedih
"emotionally unstable dengerin dmnya fromis9 aja bisa nanges sampe jam 2 pagi, padahal bukan lagu sedih",Sad,Sedih
kecewa,Sad,Sedih
akuu ini lagi dengerin ost nya snowdrop yg judulnya friend sama wishes sedih banget sekarang tuh 7 harian nya sooho gak si,Sad,Sedih
"semalam hbs nonton dew. dew ini remake bungee jumping of their own korea. aku udah nonton yg ver korea dan memutuskan nonton yg versi thai krn katanya lebih sedih dan jg krn yg main ohm pawat. dan beneran emang sedih sih, aku lebih suka yg versi thai dri pd yg versi koreanya.",Sad,Sedih
aku sedih nder:(,Sad,Sedih
"sedih lihat timeline orang ini, kayak bukan orang sumbar.",Sad,Sedih
kdang sedih ga direspon tpi gppa,Sad,Sedih
sedih:(,Sad,Sedih
